70746,0.407,0.722,-0.534,0.001,0.010,-0.006,-0.091,0.000,-0.204,6012,4735;
70776,0.403,0.722,-0.534,0.000,0.001,-0.004,-0.091,0.000,-0.204,6012,4737;
70796,0.407,0.722,-0.534,0.000,0.002,-0.001,0.091,0.000,-0.714,6005,4737;
70826,0.410,0.722,-0.534,-0.007,0.010,-0.004,0.091,0.000,-0.714,6012,4738;
70846,0.410,0.726,-0.531,0.004,0.006,-0.008,0.091,0.091,-0.612,6012,4732;
70876,0.399,0.714,-0.538,0.000,0.001,-0.002,0.091,0.091,-0.612,6011,4737;
70906,0.410,0.722,-0.534,-0.005,0.008,0.000,0.091,0.091,-0.612,6012,4737;
70926,0.407,0.718,-0.531,0.000,0.008,-0.004,-0.091,-0.182,-0.204,6012,4735;
70956,0.422,0.729,-0.534,0.004,0.008,-0.001,-0.091,-0.182,-0.204,5993,4731;
70986,0.407,0.714,-0.527,-0.004,0.007,-0.002,0.091,0.091,-0.612,6011,4736;
71006,0.407,0.722,-0.524,0.001,0.007,-0.006,0.091,0.091,-0.612,6012,4736;
71036,0.414,0.718,-0.527,-0.001,0.002,-0.002,0.091,0.091,-0.612,6011,4736;
71066,0.407,0.722,-0.534,-0.001,0.001,-0.007,0.182,0.182,0.000,5983,4735;
71086,0.407,0.726,-0.531,0.000,0.001,-0.008,0.182,0.182,0.000,6010,4736;
71116,0.410,0.722,-0.538,0.001,0.004,0.001,0.182,0.182,0.000,6009,4736;
71136,0.407,0.722,-0.527,-0.002,0.007,-0.004,-0.091,-0.182,-0.408,6009,4735;
71166,0.410,0.722,-0.534,0.001,0.005,0.001,-0.091,-0.182,-0.408,5984,4735;
71196,0.407,0.722,-0.534,0.004,0.001,-0.005,0.182,0.000,-0.204,6002,4736;
71226,0.410,0.722,-0.534,-0.002,0.002,-0.004,0.182,0.000,-0.204,6007,4735;
71246,0.410,0.722,-0.534,-0.004,0.010,-0.001,0.182,0.000,-0.204,6007,4736;
71276,0.407,0.726,-0.531,-0.001,0.007,-0.008,-0.091,0.000,-0.102,6006,4735;
71296,0.410,0.722,-0.531,0.002,0.001,-0.004,-0.091,0.000,-0.102,6006,4735;
71326,0.403,0.722,-0.531,-0.008,0.015,-0.001,0.182,-0.091,-0.408,6004,4735;
71346,0.414,0.718,-0.527,-0.007,0.010,-0.004,0.182,-0.091,-0.408,6006,4734;
71376,0.407,0.726,-0.534,-0.013,0.018,-0.001,0.182,-0.091,-0.408,6006,4732;
71406,0.410,0.722,-0.531,-0.005,0.021,-0.002,0.091,0.000,-1.735,6004,4733;
71436,0.410,0.722,-0.527,0.022,-0.023,-0.002,0.091,0.000,-1.735,6004,4732;
71456,0.407,0.726,-0.534,0.008,0.000,0.000,0.091,0.000,-1.735,6002,4729;
71486,0.403,0.707,-0.538,-0.005,0.007,0.004,0.273,0.091,-0.306,6001,4732;
71506,0.414,0.722,-0.531,0.000,0.006,-0.002,0.273,0.091,-0.306,5994,4732;
71536,0.410,0.722,-0.527,0.004,0.008,-0.004,0.000,-0.091,-0.510,6002,4732;
71566,0.410,0.718,-0.531,-0.002,0.008,-0.006,0.000,-0.091,-0.510,5996,4727;
71596,0.407,0.722,-0.531,0.002,0.004,-0.005,0.000,-0.091,-0.510,5989,4733;
71616,0.407,0.722,-0.531,0.002,0.001,-0.005,-0.182,0.000,-0.306,6000,4733;
71646,0.407,0.722,-0.527,-0.004,0.010,-0.006,-0.182,0.000,-0.306,6000,4734;
71666,0.410,0.726,-0.527,-0.004,0.007,-0.001,-0.182,-0.273,0.204,6000,4729;
71696,0.403,0.718,-0.534,0.000,0.005,-0.002,-0.182,-0.273,0.204,5997,4733;
71716,0.407,0.718,-0.534,-0.005,0.007,-0.001,-0.182,-0.273,0.204,6000,4733;
71746,0.410,0.722,-0.534,-0.001,0.012,0.001,0.000,-0.091,-0.306,6000,4733;
71776,0.407,0.722,-0.534,0.001,0.010,-0.001,0.000,-0.091,-0.306,5995,4729;
71796,0.422,0.722,-0.524,-0.002,0.005,-0.001,0.091,-0.818,-1.939,5977,4726;
71826,0.422,0.737,-0.520,-0.005,0.012,-0.004,0.091,-0.818,-1.939,5985,4728;
71856,0.410,0.718,-0.531,0.000,0.008,-0.002,0.091,-0.818,-1.939,5936,4721;
71876,0.395,0.707,-0.538,0.001,0.002,-0.001,-0.091,0.909,0.000,5981,4732;
71906,0.410,0.722,-0.534,0.002,0.004,-0.006,-0.091,0.909,0.000,6000,4733;
71926,0.407,0.722,-0.531,0.001,0.005,0.000,-0.091,0.909,0.000,6000,4732;
71956,0.414,0.722,-0.527,0.000,0.010,-0.001,0.000,0.091,-0.408,6000,4730;
71986,0.403,0.726,-0.531,-0.001,0.011,-0.005,0.000,0.091,-0.408,5961,4732;
72006,0.410,0.726,-0.527,-0.006,0.006,-0.002,-0.364,0.091,-0.816,6001,4735;
72036,0.410,0.722,-0.538,-0.004,0.008,-0.005,-0.364,0.091,-0.816,6002,4736;
72056,0.403,0.718,-0.534,-0.007,0.010,-0.008,-0.364,0.091,-0.816,6003,4739;
72086,0.410,0.722,-0.531,-0.006,0.012,-0.006,-0.091,-0.091,-0.204,5980,4740;
72106,0.407,0.726,-0.534,-0.012,0.019,-0.007,-0.091,-0.091,-0.204,6009,4744;
72136,0.410,0.722,-0.534,-0.013,0.023,-0.008,-0.091,-0.091,-0.204,6012,4747;
72166,0.414,0.722,-0.531,-0.013,0.022,-0.005,0.000,-0.182,-0.306,6014,4751;
72196,0.407,0.722,-0.527,-0.023,0.029,-0.007,0.000,-0.182,-0.306,6015,4757;
72216,0.410,0.718,-0.524,-0.029,0.032,-0.007,-0.091,0.091,-0.204,6029,4761;
72246,0.410,0.729,-0.531,-0.029,0.045,-0.002,-0.091,0.091,-0.204,6040,4764;
72266,0.414,0.722,-0.527,-0.029,0.047,-0.004,-0.091,0.091,-0.204,6039,4763;
72296,0.410,0.726,-0.520,-0.008,0.017,-0.010,0.182,-0.455,0.102,6046,4765;
72326,0.403,0.733,-0.527,-0.007,0.019,-0.012,0.182,-0.455,0.102,6056,4770;
72346,0.410,0.726,-0.524,-0.024,0.036,-0.001,0.000,-0.091,0.000,6063,4778;
72376,0.414,0.726,-0.527,-0.032,0.039,-0.006,0.000,-0.091,0.000,6065,4783;
72406,0.410,0.726,-0.524,-0.022,0.035,-0.008,0.000,-0.091,0.000,6073,4790;
72436,0.410,0.726,-0.524,-0.027,0.039,-0.010,-0.091,-0.636,-1.633,6084,4795;
72456,0.410,0.729,-0.527,-0.025,0.032,-0.011,-0.091,-0.636,-1.633,6092,4803;
72486,0.410,0.726,-0.517,-0.027,0.029,-0.012,0.000,-0.091,-0.306,6100,4806;
72506,0.414,0.726,-0.520,-0.028,0.032,-0.007,0.000,-0.091,-0.306,6107,4817;
72536,0.414,0.729,-0.524,-0.030,0.032,-0.008,0.000,-0.091,-0.306,6113,4823;
72556,0.410,0.729,-0.517,-0.032,0.030,-0.007,0.000,0.091,0.714,6113,4825;
72596,0.414,0.733,-0.513,-0.028,0.036,-0.005,0.000,0.091,0.714,6128,4831;
72616,0.422,0.729,-0.517,-0.033,0.040,-0.005,0.091,0.182,-0.306,6134,4836;
72646,0.414,0.729,-0.517,-0.027,0.035,-0.006,0.091,0.182,-0.306,6139,4838;
72666,0.410,0.733,-0.517,-0.029,0.030,-0.005,0.091,0.182,-0.306,6145,4842;
72696,0.410,0.729,-0.520,-0.023,0.034,-0.006,0.000,-0.091,0.000,6150,4846;
72716,0.418,0.729,-0.513,-0.025,0.034,-0.011,0.000,-0.091,0.000,6151,4852;
