61919,0.094,1.000,-0.031,0.090,0.195,-0.029,-0.182,0.091,-0.102,5695,5177;
61929,0.087,0.996,-0.035,0.091,0.211,-0.029,-0.182,0.091,-0.102,5686,5183;
61940,0.102,1.015,-0.035,0.092,0.229,-0.030,0.000,0.273,-0.102,5685,5186;
61951,0.094,1.008,-0.031,0.085,0.222,-0.029,0.000,0.273,-0.102,5681,5168;
61952,0.087,0.996,-0.045,0.083,0.219,-0.032,-0.182,-0.091,-0.816,5685,5183;
61953,0.094,1.019,-0.024,0.083,0.223,-0.030,-0.182,-0.091,-0.816,5681,5183;
61954,0.075,1.000,-0.042,0.087,0.234,-0.029,-0.182,-0.091,-0.816,5683,5163;
61983,0.087,1.004,-0.021,0.086,0.227,-0.024,0.182,0.182,0.000,5688,5185;
62013,0.094,0.996,-0.045,0.087,0.222,-0.027,0.182,0.182,0.000,5690,5179;
62095,0.105,1.011,-0.035,0.083,0.220,-0.028,0.182,0.182,0.000,5675,5175;
62106,0.098,1.000,-0.035,0.075,0.225,-0.032,0.182,0.182,0.000,5669,5154;
62115,0.090,0.996,-0.035,0.074,0.215,-0.027,0.091,-0.091,-0.510,5676,5175;
62143,0.098,1.011,-0.028,0.084,0.219,-0.023,0.091,-0.091,-0.510,5681,5165;
62163,0.087,0.996,-0.045,0.080,0.210,-0.021,0.091,0.364,-0.306,5689,5186;
62193,0.102,1.004,-0.045,0.084,0.211,-0.023,0.091,0.364,-0.306,5686,5165;
62223,0.120,1.023,-0.035,0.083,0.208,-0.023,-0.273,0.000,-0.816,5681,5177;
62253,0.087,0.996,-0.042,0.073,0.208,-0.022,-0.273,0.000,-0.816,5688,5168;
62283,0.083,0.993,-0.038,0.084,0.212,-0.028,-0.273,0.000,-0.816,5679,5167;
62323,0.083,0.989,-0.042,0.061,0.222,-0.022,0.091,0.000,-0.204,5682,5153;
62353,0.113,1.008,-0.028,0.076,0.210,-0.023,0.091,0.000,-0.204,5685,5168;
62383,0.098,0.996,-0.038,0.070,0.187,-0.024,0.000,0.182,-0.918,5687,5176;
62413,0.087,1.000,-0.045,0.067,0.204,-0.027,0.000,0.182,-0.918,5684,5170;
62433,0.102,1.008,-0.038,0.076,0.219,-0.030,-0.273,0.091,-0.102,5686,5183;
62463,0.098,1.008,-0.035,0.076,0.212,-0.027,-0.273,0.091,-0.102,5684,5169;
62513,0.102,1.015,-0.035,0.080,0.215,-0.021,-0.182,-0.091,-0.408,5686,5139;
62543,0.083,0.996,-0.042,0.074,0.210,-0.025,-0.182,-0.091,-0.408,5682,5182;
62563,0.090,1.000,-0.031,0.072,0.212,-0.029,-0.091,0.000,-0.102,5687,5183;
62593,0.090,0.993,-0.038,0.068,0.214,-0.027,-0.091,0.000,-0.102,5685,5173;
62623,0.102,1.015,-0.031,0.069,0.216,-0.030,-0.091,0.000,-0.102,5680,5182;
62653,0.090,1.004,-0.031,0.062,0.219,-0.030,-0.091,-0.818,-1.633,5682,5168;
62683,0.087,0.996,-0.042,0.064,0.225,-0.036,-0.091,-0.818,-1.633,5683,5161;
62713,0.083,0.993,-0.042,0.066,0.232,-0.034,0.091,-0.636,-0.714,5683,5145;
62743,0.087,1.004,-0.028,0.062,0.227,-0.034,0.091,-0.636,-0.714,5684,5157;
62773,0.098,1.011,-0.038,0.042,0.233,-0.040,-0.091,0.636,1.122,5685,5178;
62803,0.090,1.000,-0.042,0.049,0.246,-0.036,-0.091,0.636,1.122,5680,5147;
62833,0.090,0.996,-0.045,0.059,0.256,-0.025,0.091,0.818,1.020,5686,5178;
62853,0.090,0.985,-0.042,0.052,0.242,-0.010,0.091,0.818,1.020,5677,5164;
62903,0.094,1.000,-0.049,0.046,0.237,-0.012,0.091,0.818,1.020,5686,5159;
62923,0.117,1.019,-0.028,0.070,0.237,0.007,-0.091,0.364,-0.102,5679,5170;
62963,0.098,1.000,-0.038,0.069,0.217,0.015,-0.091,0.364,-0.102,5697,5178;
62983,0.090,1.008,-0.052,0.056,0.220,0.018,0.091,-0.182,0.204,5708,5173;
63013,0.090,1.008,-0.045,0.078,0.205,0.025,0.091,-0.182,0.204,5709,5180;
63043,0.105,1.011,-0.042,0.091,0.149,0.029,0.273,0.000,-0.204,5705,5160;
63074,0.094,1.008,-0.066,0.112,0.118,0.036,0.273,0.000,-0.204,5692,5149;
63113,0.102,0.985,-0.042,0.076,0.079,0.068,0.091,0.091,-1.224,5703,5159;
63143,0.098,0.989,-0.077,0.076,0.130,0.073,0.091,0.091,-1.224,5702,5164;
63163,0.053,1.015,-0.038,0.098,0.220,0.061,0.091,0.091,-1.224,5702,5160;
63193,0.049,0.993,-0.056,0.100,0.263,0.072,0.000,0.091,-0.306,5701,5144;
63223,0.053,0.970,-0.059,0.091,0.280,0.041,0.000,0.091,-0.306,5690,5097;
63253,0.128,0.981,-0.056,-0.004,0.232,0.007,0.364,1.091,-1.633,5692,5147;
63283,0.196,0.940,-0.017,-0.109,0.132,-0.021,0.364,1.091,-1.633,5697,5030;
63323,0.207,0.948,-0.035,-0.135,0.047,-0.118,-0.091,-0.091,-0.102,5707,5109;
63353,0.233,1.098,0.007,-0.052,-0.091,-0.100,-0.091,-0.091,-0.102,5721,5101;
63373,0.181,1.023,-0.059,-0.038,-0.310,-0.039,0.182,0.091,0.510,5747,5085;
